"country","budget_name","office_name","amount","agency_name","agency","year","budget_code","program","office"
Uganda,Orphans and Vulnerable Children,Dept. of State,82006,Dept. of State,DOS,2013,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,226000,Dept. of State,DOS,2013,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of State,52191,Dept. of State,DOS,2013,HKID,Care,DOS
Uganda,Orphans and Vulnerable Children,Dept. of Defense,0,Dept. of Defense,Defense,2005,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,170000,Dept. of Defense,Defense,2006,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,250000,Dept. of Defense,Defense,2007,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,350000,Dept. of Defense,Defense,2008,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,350000,Dept. of Defense,Defense,2009,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,350000,Dept. of Defense,Defense,2010,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,350000,Dept. of Defense,Defense,2011,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,1086956,Dept. of Defense,Defense,2012,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,Dept. of Defense,1153862,Dept. of Defense,Defense,2013,HKID,Care,Defense
Uganda,Orphans and Vulnerable Children,HHS/ALL,0,HHS/ALL,HHS/ALL,2005,HKID,Care,HHS/ALL
Uganda,Orphans and Vulnerable Children,Peace Corps,80000,Peace Corps,Peace,2005,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,182900,Peace Corps,Peace,2006,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,542000,Peace Corps,Peace,2007,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,592600,Peace Corps,Peace,2008,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,1092600,Peace Corps,Peace,2009,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,0,Peace Corps,Peace,2010,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,0,Peace Corps,Peace,2011,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,0,Peace Corps,Peace,2012,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,Peace Corps,0,Peace Corps,Peace,2013,HKID,Care,Peace
Uganda,Orphans and Vulnerable Children,HHS/CDC,2930468,HHS/ALL,HHS/ALL,2006,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,1461000,HHS/ALL,HHS/ALL,2007,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,1836000,HHS/ALL,HHS/ALL,2008,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,1250000,HHS/ALL,HHS/ALL,2009,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,1494000,HHS/ALL,HHS/ALL,2010,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,1722625,HHS/ALL,HHS/ALL,2011,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,3886413,HHS/ALL,HHS/ALL,2012,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/CDC,4833582,HHS/ALL,HHS/ALL,2013,HKID,Care,HHS/CDC
Uganda,Orphans and Vulnerable Children,HHS/HRSA,85313,HHS/ALL,HHS/ALL,2006,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/HRSA,400000,HHS/ALL,HHS/ALL,2007,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/HRSA,500000,HHS/ALL,HHS/ALL,2008,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/HRSA,500000,HHS/ALL,HHS/ALL,2009,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/HRSA,300000,HHS/ALL,HHS/ALL,2010,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,HKID,Care,HHS/HRSA
Uganda,Orphans and Vulnerable Children,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,HKID,Care,HHS/NIH
Uganda,Orphans and Vulnerable Children,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,HKID,Care,HHS/NIH
Uganda,Orphans and Vulnerable Children,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,HKID,Care,HHS/NIH
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2005,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2006,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2006,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2007,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2007,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2008,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2008,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2008,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2009,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2009,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2009,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2010,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2010,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2010,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2011,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2011,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2011,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,26042,Dept. of State,DOS,2012,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2012,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2012,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2013,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2013,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of State,0,Dept. of State,DOS,2013,PDCS,Care,DOS
Uganda,Pediatric Care and Support,Dept. of Defense,0,Dept. of Defense,Defense,2005,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,0,Dept. of Defense,Defense,2006,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,0,Dept. of Defense,Defense,2007,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,0,Dept. of Defense,Defense,2008,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,222200,Dept. of Defense,Defense,2009,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,222200,Dept. of Defense,Defense,2010,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,222200,Dept. of Defense,Defense,2011,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,46867,Dept. of Defense,Defense,2012,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Dept. of Defense,46867,Dept. of Defense,Defense,2013,PDCS,Care,Defense
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2005,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2006,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2007,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2008,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2009,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2010,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2011,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,4926,Peace Corps,Peace,2012,PDCS,Care,Peace
Uganda,Pediatric Care and Support,Peace Corps,0,Peace Corps,Peace,2013,PDCS,Care,Peace
Uganda,Pediatric Care and Support,HHS/HRSA,0,HHS/ALL,HHS/ALL,2006,PDCS,Care,HHS/HRSA
Uganda,Pediatric Care and Support,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,PDCS,Care,HHS/HRSA
Uganda,Pediatric Care and Support,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,PDCS,Care,HHS/HRSA
Uganda,Pediatric Care and Support,HHS/HRSA,74000,HHS/ALL,HHS/ALL,2009,PDCS,Care,HHS/HRSA
Uganda,Pediatric Care and Support,HHS/HRSA,74000,HHS/ALL,HHS/ALL,2010,PDCS,Care,HHS/HRSA
Uganda,Pediatric Care and Support,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,PDCS,Care,HHS/HRSA
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2005,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2006,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2006,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,535000,Dept. of State,DOS,2007,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2007,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,2569000,Dept. of State,DOS,2008,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2008,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2008,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2009,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2009,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2009,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2010,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2010,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2010,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2011,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,2526000,Dept. of State,DOS,2011,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2011,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2012,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,2500000,Dept. of State,DOS,2012,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2012,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2013,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2013,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,Dept. of State,0,Dept. of State,DOS,2013,HLAB,Governance and Systems,DOS
Uganda,Laboratory Infrastructure,USAID,2073734,USAID,USAID,2005,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,1747474,USAID,USAID,2006,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,2950000,USAID,USAID,2007,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,3300000,USAID,USAID,2008,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,3150000,USAID,USAID,2009,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,1910020,USAID,USAID,2010,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,3608020,USAID,USAID,2011,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,4524273,USAID,USAID,2012,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,USAID,7085197,USAID,USAID,2013,HLAB,Governance and Systems,USAID
Uganda,Laboratory Infrastructure,Dept. of Defense,0,Dept. of Defense,Defense,2005,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,232666,Dept. of Defense,Defense,2006,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,350000,Dept. of Defense,Defense,2007,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,368267,Dept. of Defense,Defense,2008,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,370939,Dept. of Defense,Defense,2009,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,400000,Dept. of Defense,Defense,2010,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,400000,Dept. of Defense,Defense,2011,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,602060,Dept. of Defense,Defense,2012,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,Dept. of Defense,577465,Dept. of Defense,Defense,2013,HLAB,Governance and Systems,Defense
Uganda,Laboratory Infrastructure,HHS/ALL,9266224,HHS/ALL,HHS/ALL,2005,HLAB,Governance and Systems,HHS/ALL
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2005,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2006,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2007,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2008,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2009,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2010,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2011,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2012,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,Peace Corps,0,Peace Corps,Peace,2013,HLAB,Governance and Systems,Peace
Uganda,Laboratory Infrastructure,HHS/CDC,6655899,HHS/ALL,HHS/ALL,2006,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,9893599,HHS/ALL,HHS/ALL,2007,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,1.1203836E7,HHS/ALL,HHS/ALL,2008,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,1.409329E7,HHS/ALL,HHS/ALL,2009,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,1.0890874E7,HHS/ALL,HHS/ALL,2010,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,9621939,HHS/ALL,HHS/ALL,2011,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,1.0138155E7,HHS/ALL,HHS/ALL,2012,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/CDC,7596094,HHS/ALL,HHS/ALL,2013,HLAB,Governance and Systems,HHS/CDC
Uganda,Laboratory Infrastructure,HHS/HRSA,755871,HHS/ALL,HHS/ALL,2006,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/HRSA,755871,HHS/ALL,HHS/ALL,2007,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/HRSA,750000,HHS/ALL,HHS/ALL,2008,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/HRSA,600000,HHS/ALL,HHS/ALL,2009,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/HRSA,600000,HHS/ALL,HHS/ALL,2010,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,HLAB,Governance and Systems,HHS/HRSA
Uganda,Laboratory Infrastructure,HHS/NIH,0,HHS/ALL,HHS/ALL,2011,HLAB,Governance and Systems,HHS/NIH
Uganda,Laboratory Infrastructure,HHS/NIH,0,HHS/ALL,HHS/ALL,2012,HLAB,Governance and Systems,HHS/NIH
Uganda,Laboratory Infrastructure,HHS/NIH,0,HHS/ALL,HHS/ALL,2013,HLAB,Governance and Systems,HHS/NIH
Uganda,Strategic Information,Dept. of State,20820,Dept. of State,DOS,2005,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2006,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2006,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2007,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2007,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2008,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2008,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2008,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2009,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2009,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2009,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2010,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2010,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2010,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2011,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2011,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2011,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2012,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2012,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2012,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2013,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2013,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,Dept. of State,0,Dept. of State,DOS,2013,HVSI,Governance and Systems,DOS
Uganda,Strategic Information,USAID,4214388,USAID,USAID,2005,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,3816266,USAID,USAID,2006,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,6083000,USAID,USAID,2007,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,7360866,USAID,USAID,2008,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,8699274,USAID,USAID,2009,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,8253882,USAID,USAID,2010,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,8073682,USAID,USAID,2011,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,5287951,USAID,USAID,2012,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,USAID,5826363,USAID,USAID,2013,HVSI,Governance and Systems,USAID
Uganda,Strategic Information,Dept. of Defense,50000,Dept. of Defense,Defense,2005,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,82375,Dept. of Defense,Defense,2006,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,207000,Dept. of Defense,Defense,2007,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,225000,Dept. of Defense,Defense,2008,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,273000,Dept. of Defense,Defense,2009,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,273000,Dept. of Defense,Defense,2010,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,273000,Dept. of Defense,Defense,2011,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,304425,Dept. of Defense,Defense,2012,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,Dept. of Defense,505310,Dept. of Defense,Defense,2013,HVSI,Governance and Systems,Defense
Uganda,Strategic Information,HHS/ALL,5906489,HHS/ALL,HHS/ALL,2005,HVSI,Governance and Systems,HHS/ALL
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2005,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,20000,Peace Corps,Peace,2006,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2007,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2008,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2009,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2010,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,0,Peace Corps,Peace,2011,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,2955,Peace Corps,Peace,2012,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,Peace Corps,1913,Peace Corps,Peace,2013,HVSI,Governance and Systems,Peace
Uganda,Strategic Information,HHS/CDC,5420401,HHS/ALL,HHS/ALL,2006,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,7880458,HHS/ALL,HHS/ALL,2007,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,9602290,HHS/ALL,HHS/ALL,2008,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,8551698,HHS/ALL,HHS/ALL,2009,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,3364150,HHS/ALL,HHS/ALL,2010,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,3689228,HHS/ALL,HHS/ALL,2011,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,5102841,HHS/ALL,HHS/ALL,2012,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/CDC,6769794,HHS/ALL,HHS/ALL,2013,HVSI,Governance and Systems,HHS/CDC
Uganda,Strategic Information,HHS/HRSA,300000,HHS/ALL,HHS/ALL,2006,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/HRSA,0,HHS/ALL,HHS/ALL,2007,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/HRSA,0,HHS/ALL,HHS/ALL,2008,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/HRSA,0,HHS/ALL,HHS/ALL,2009,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/HRSA,0,HHS/ALL,HHS/ALL,2010,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/HRSA,0,HHS/ALL,HHS/ALL,2011,HVSI,Governance and Systems,HHS/HRSA
Uganda,Strategic Information,HHS/NIH,500000,HHS/ALL,HHS/ALL,2011,HVSI,Governance and Systems,HHS/NIH
Uganda,Strategic Information,HHS/NIH,250000,HHS/ALL,HHS/ALL,2012,HVSI,Governance and Systems,HHS/NIH
Uganda,Strategic Information,HHS/NIH,300000,HHS/ALL,HHS/ALL,2013,HVSI,Governance and Systems,HHS/NIH
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2005,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2006,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2006,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2007,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2007,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2008,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2009,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2010,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2011,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2012,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
Uganda,Health Systems Strenthening,Dept. of State,0,Dept. of State,DOS,2013,OHSS,Governance and Systems,DOS
