MAVAL MEDICAL CLINIC - BUKOTO,NANKYA BEATRICE,DR KYOBUTUNGI KAHIMA CATHERINE,"KYEBANDO,KATALE",,KAWEMPE,KAMPALA,,,,
MAVIN CLINIC,ALICE SSEBUNYA,DR MUDIOPE PETER,KIBUYE,,MAKINDYE,KAMPALA,,,,
MAWANGA H.,CHURCH OF GOD OF EAST AFRICA UGANDA,DR NAMBOZO SARAH,NABWERU ROAD,BWAISE III,KAWEMPE,KAMPALA,,,,
MAWANO DENTAL CLINIC,DR MAWANO MALOBO DEO,DR MAWANO DEO MALOBO,BUKOTO,,NAKAWA,KAMPALA,,,,
MAWOYITO HEALTH CLINIC,ADIA DRATRE,DR ADIA DRATRE,,LUZIRA,NAKAWA,KAMPALA,,,,
MAWUNDO C.B.O. HEALTH UNIT,BUSOGA DIOCESE,DR TAZZIBWA GERALD,,,,,MAWANGA,BUWUNGA,,BUGIRI
MAXWELL MEDICAL CENTRE,KISEKKA RONALD ROCKIE,DR KALYEMENYA MARTIN,"PLOT 59,BUGANDA ROAD",,CENTRAL,KAMPALA,,,,
MAY FAIR CLINIC,MAY FAIR MEDICAL SERVICES LIMITED,DR OYELLA SHEILA SHERINE,,,,,JINJA,KAKIRA TOWN COUNCIL,,KAKIRA
MAY MEDICAL CENTRE,KASIRYE SOLOMON,DR KASIRYE SOLOMON,,,,,MAWUNDO,WAIBUGA,LUUKA,IGANGA
MAYANGA MEDICAL CENTRE,DR AMUMPE JULIUS,DR AMUMPE JULIUS,,,,,KAZO,KAWEMPE,,WAKISO
MAYANJA MEDICAL CENTRE,KUKIRIZA ENOCK,DR KUKIRIZA ENOCK,,,,,"PLOT 960/961,ENTEBBE",MAKINDYE,,KAMPALA
MAYANJA MEMORIAL HOSPITAL,BENBA ENTERPRISES LIMITED,DR MUGERWA BENON,"40, BOMBO RD",WILLIAM STREET,CENTRAL,KAMPALA,,,,
MAYFAIR CLINIC,MAYFAIR MEDICAL SERVICES LIMITED,DR OYELLA SHEILLA SHERINE,,,,,MBARARA,MAYANGA,,MITOOMA
MAYFAIR CLINIC,MAYFAIR MEDICAL SERVICES LTD,DR OJARO SANTO,BANDA,,NAKAWA,KAMPALA,,,,
MAYFAR MEDICAL CENTRE,KIYIMBA YUSUF MUSA,DR KABUYE RONALD,"175, KASHARI",,KAKOBA,MBARARA,,,,
MAYO CLINIC,SHABAN ABDALLAH,DR SHABAN ABDALLAH,"916,MUTES 1 RD NAKULABYE",,LUBAGA,KAMPALA,,,,
MAZIBA HEALTH CENTRE,UCMB,DHO,960/961 ENTEBBE RD,,MAKINDYE,KAMPALA,,,,
MB MEDICAL SERVICES,MIIRO JOSEPH,DR KABUYE IVAN,,,,,KOONA,WAKISO TOWN COUNCIL,,WAKISO
MBABA COMMUNITY BASED HEALTH CARE CENTRE,KIRENGA R. FLORENCE,DHO,FORT PORTAL,,MUNICIPALITY,KABAROLE,,,,
MBAGANE CLINIC,BYAMUKAMA ROBERT,DR NKWENGE ASTONE AMOOTI,,,,,MAZIBA,MAZIBA,NDORWA,KABALE
MBALE FAMILY CLINIC,DR WANZIGUYA FRED PATRICK,DR WANZIGUYA FRED PATRICK,,,,,NAKULABYE,LUBAGA,,KAMPALA
MBALE GENERAL CLINIC,RUBANZA B. & TWINOMUHANGI  J. W.,DR RUBANZA B & DR TWINOMUHANGI J W,,,,,MBABA T/C,KAZO,KAZO,KIRUHURA
MBALE GENERAL CLINIC ANNEX ZAMZAM,TWINOMUHANGI JOHN WILLIAM,DR TWINOMUHANGI JOHN WILLIAM,,,,,RWENGAJU,BUSORO,,KABAROLE
MBALE LIFE CARE CLINIC,MUKIZA HARRISON,DR MANYILIRAH WILLIAM,PLOT 41,,NORTHERN DIVISION,MBALE,,,,
MBALE LIFE CARE CLINIC,MUKIZA HARRISON,DR MANYILIRAH WILLIAM,"7, KUMI RD",,MUNICIPALITY,MBALE,,,,
MBALE MATERNITY HOME,ARUHO BOAZ MBAGAYA,DR TINDYEBWA LUDOVICA,"24,KUMI RD",,NORTHERN DIVISION,MBALE,,,,
MBALE PARENTS CLINIC AND LABORATORY,ENGORU CHARLES & ODONGO G.W,DR ENGORU CHARLES,INDUSTRIAL DIVISION,,MUNICIPALITY,MBALE,,,,
MBALE PEOPLE'S CLINIC AND MATERNITY HOME,ARUHO BOAZ,DR AKABWAI PATRICK,,NAMATALA,INDUSTRIAL,MBALE,,,,
MBALE TOWER CLINIC,ABINGWA PATRICK,DR ABINGWA PATRICK,,,,,PLOT 24 INDUSTRIAL,MBALE,,MBALE
MBARARA BASIC HEALTH CARE CLINIC,WASSWA MUGANWA GEORGE,DR WASSWA MUGANWA GEORGE,"20/20, REPUBLIC STREET",INDUSTRIAL,INDUSTRIAL,MBALE,,,,
MBARARA CHILDREN'S CLINIC,JULIET MWANGA AMUMPAIRE & ANDREW NDAMIRA,DR MWANGA J A /DR NDAMIRA A,"12B, NORTH RD",MBALE,,MBALE,,,,
MBARARA CLINIC AND DISAGNOSTIC CENTRE,MPAGI FRED,MPAGI FRED,"8,REPUBLIC STREET",,INDUSTRIAL DIVISION,MBALE,,,,
MBARARA COMMUNITY HOSPITAL,KAREMA NATHAN,DR MUBANGIZI VINCENT,"18B,MAKHAN SINGH",MAKHAN SINGH,KAKOBA,MBARARA,,,,
MBARARA EYE CENTRE,PROF. KAGAME KENNETH,PROF KAGAME KENNETH,"24,CONSTATINO LOBO RD",,RUGAZI,MBARARA,,,,
MBARARA HEART CLINIC,MUHINDO GEORGE,DR MUHINDO GEORGE,14,MASAKA ROAD,KAKOBA,MBARARA,,,,
MBARARA LIFE CARE CLINIC,TINKASIIMIRE CHARLES JOHN,DR TINKASIIMIRE CHARLES JOHN,KAKIIKA,KAMUKUZI,KAMUKUZI,MBARARA,,,,
MBARARA MEDICAL & CANCER CENTRE,MPAGI FRED,DR MPAGI FRED,"24,BANANUKA DRIVE",,KAKOBA,MBARARA,,,,
MBARARA MEDICAL SPECIALISTS,"BITEKYEREZO MEDARD,MULYOWA GRACE",DR MULYOWA KITUNZI GRACE,"21, BANANUKA DRIVE",,MUNICIPALITY,MBARARA,,,,
MBARARA MEDICAL SPECIALISTS' CLINIC,BITEKYEREZO KAB M./DR MULYOWA GRACE,DR MULYOWA GRACE,LOWER CELL,,KAKOBA,MBARARA,,,,
MBARARA MUSLIM HEALTH CENTRE,UMSC,DR KAGWA K. SADIC,MBARARA,,NYAMITANGA,MBARARA,,,,
MBARARA SAFE MOTHERHOOD HOME,WASSWA SSALONGO GEORGE,DR WASSWA SSALONGO GEORGE,"PLOT 27,BANAKUKA DRIVE",,MBARARA MUNICIPALITY,MBARARA,,,,
MBARARA SURGICAL CLINIC,KITYA DAVID,DR KITYA DAVID,"27, BANANUKA DRIVE",,KAKOBA,MBARARA,,,,
MBIRIZI HEALTH CENTRE III,UCMB,DHO,BUREMBA RD,,KAKOBA,MBARARA,,,,
MBIRIZI MUSLIM HEALTH CENTRE III,UGANDA MUSLIM MEDICAL BUREAU,DHO LWENGO,,,,,17 BANANUKA DRIVE,,KAKOBA,MBARARA
MBN CLINICAL LABORATORIES LTD,MBN CLINICAL LABORATORIES LTD,DR BWANGA FREDDIE,MBARARA,,MUNICIPALITY,MBARARA,,,,
MBOGO MEDICAL AND DIAGNOSTIC CENTRE,MUKWAYA BENEDICT,DR NAKANWAGI PROSSY,,,,,MBIRIZI,LWENGO,BUKOTO MIDWEST,LWENGO
MBUYE HEALTH CENTRE II,UCMB,DHO,,,,,MBIRIZI CENTRAL,LWENGO,BUKOTO MIDWEST,LWENGO
MCFARLAND MEMORIAL MEDICAL CENTRE,GOD'S CARE MINISTRIES,DR MUCUNGUZI WILLIAM,"28,NAKASERO RD",NAKASERO,CENTRAL,KAMPALA,,,,
ME TO YOU HEALTH CARE,AISHA GANAFA,DR BARUGAHARE KATEERA JOHN MARY,MASANAFU,,RUBAGA,KAMPALA,,,,
MED CARE CLINIC,NAMASIKO JANE,DR LUKOYE DEUS,,,,,KITOVU,LWANDA,KOOKI,RAKAI
MED-CARE CLINIC,KYOMUGISA BEATRICE BAGAMBO,DR MUNUBE DEOGRATIAS,,,,,"69,KYENJOJO",KYENJOJO TOWN COUNCIL,,KYENJOJO
MEDDY HEALTH CLINIC,NAFUNA METRINE,DR BEINOMUGISHA ELIZABETH,,,,,WABIGALO,MAKINDYE,,KAMPALA
MEDEXPRESS CLINIC,TUMUHEIRWE EMMANUEL,DR LULE HERMAN,,,,,WANKULUKUKU,RUBAGA,,KAMPALA
MEDI CARE CLINIC,TUSABE B OLIVIA,DR WAMALA CHARLES,,,,,KABONERO,KIBIITO,KABAROLE,KABAROLE
MEDI SURGICAL CLINIC,MWANJE WILBROD,DR MWANJE WILBROD,,,,,KIWENDA,BUSUKUMA,BUSUKUMA,WAKISO
MEDI WATCH HEALTH CENTRE,BALIKUDDEMBE ROBERT,BALIKUDDEMBE ROBERT,"PLOT 53,BUNYONYI DRIVE",,NAKAWA,KAMPALA,,,,
MEDICAID CLINIC,ARJUN ODEDRA,DR ARJUN ODEDRA,WANKULUKUKU,,RUBAGA,KAMPALA,,,,
MEDICAL & DENTAL CLINIC,HAMYA MUSA,DR HAMYA MUSA,KIGANDA ROAD,,MADDU,GOMBA,,,,
MEDICAL AND EYE CARE UNIT (BUGOBYA),BALINA-NSEKO DANIEL,DR BALINA-NSEKO DANIEL,KYALIWAJJALA,KIRA,WAKISO,WAKISO,,,,
MEDICAL ASSOCIATES CONSULTANTS CLINIC,KIWEEWA FRANCIS,DR KIWEEWA FRANCIS,47/49 MAIN STREET,,MUNICIPALITY,JINJA,,,,
MEDICAL CARE CLINIC,MUGISHA JULIUS SEBIKALI,DR MUGISH JULIUS SEBIKALI,MASANAFU,,LUBAGA,KAMPALA,,,,
"MEDICAL CLINIC, KATAKWI",OJANGIRO SHERRY ELUNGAT,DR OJANGIRO SHERRY ELUNGAT,,,,,BUGOBYA,BUSEDE,BUTEMBE,JINJA
MEDICAL EXPERTS CLINIC,AGABA AMON,DR AGABA AMON,"80, BOMBO RD",,KAWEMPE,KAMPALA,,,,
MEDICAL PLAZA,KOBUSINGYE AGNES,DR. KOBUSINGYE AGNES,BUNAGANA TOWN BOARD,,MURAMBA,KISORO,,,,
MEDICAL POINT,BARUNGI JAMES,DR RUHWEZA JOHN,"11, BLOCK J, KATAKWI",,TOWN COUNCIL,KATAKWI,,,,
MEDICAL SERVICES CENTRE,MEDICAL SERVICES UGANDA LIMITED,DR RUKUNDO GIDEON,"24, BANANUKA DRIVE",KISWAHILI KAKOBA,KAKOBA,MBARARA,,,,
MEDICAL SPECIALISTS CENTRE,MEDICAL SPECIALISTS CENTRE LTD,DR MBONYE-GIRASI BEN,LUWERO,,KASOMA ZONE,LUWERO,,,,
MEDICAL WORLD CLINIC,DR JAMIL MUHAMMAD,DR JAMIL MUHAMMAD,,KYENJOJO,KYENJOJO TOWN COUNCIL,KYENJOJO,,,,
MEDICAR EYE CLINIC,KAWUMA MEDI ALLY,PROF KAWUMA MEDI ALLY,,,,,NTINDA,NAKAWA,,KAMPALA
MEDICARE CLINIC,NANYONGA MARY,DR NANYONGA MARY,"33, KITANTE RD",,CENTRAL,KAMPALA,,,,
MEDICARE CLINIC,OBONYO JOHN HYACINTH,DR OBONYO JOHN HYACINTH,"PLOT 60B,PRINCE CHARLES",,NAKAWA,KAMPALA,,,,
MEDICARE CLINIC AND NURSING HOME,OTHIENO WILBERFORCE,DR KAZIBWE FAISAL,"3/5, BOMBO ROAD",,CENTRAL,KAMPALA,,,,
"MEDICARE CLINIC, NAKAYIBA",BEKALAZE TIBYASA MUGAGGA,DR BEKALAZE TIBYASA MUGAGGA,,BARRACKS ZONE,MAKINDYE,KAMPALA,,,,
MEDICARE HEALTH CENTRE,SYED AEJAZ RASOOL,DR SYED AEJAZ RASOOL,"5, UHURU DRIVE",,EASTERN,TORORO,,,,
MEDICARE HEALTH PROFESSIONAL COLLEGE MED. CENTRE,DR. KAMPIKAHO ALEXANDER,DR KAMPIKAHO ALEXANDER,"32/36, BOMBO ROAD",,CENTRAL,KAMPALA,,,,
MEDICARE HEALTH PROFESSIONALS COLLEGE CLINIC,MEDICARE HEALTH PROFESSIONALS COLLEGE,DR KAMPIKAHO ALEXANDER,,,,,NYENDO,SSENYANGE,,MASAKA
MEDICARE JINJA DIAGNOSTIC CENTER,USAMA TARIQ,DR TAMALE BULIGGWANGA LAWRENCE,"30, NORTH ROAD",,MUNICIPALITY,MBALE,,,,
MEDICARE MEDICAL CENTRE,MUGISHA JACOB ROSS,DR TABU FRANCIS,"975, BALINTUMA ROAD",,RUBAGA,KAMPALA,,,,
MEDICARE SERVICES,RUHEMURANA PIUS,DR RUHEMURANA PIUS,"975,BALINTUMA ROAD",,LUBAGA,KAMPALA,,,,
MEDIK CLINIC,NAKAYENGA MASTULAH,DR MUHIMBURA EMMANUEL,"47,49,MAIN STREET",,JINJA,JINJA,,,,
MEDIK MEDICAL CENTRE,KUNONYA EDWARD,DR KUNONYA EDWARD,"2,KABALE RD",,KAMUKUZI,MBARARA,,,,
MEDINOVA DIAGNOSTIC CENTRE,SHIRAZI ABDULA ABDULMAJID,DR SHIRAZI ABDULA ABDULMAJID,,BUGONGI,MUNICIPALITY,KABALE,,,,
MEDISCOPY CLINIC,MEDISCOPY COMPANY LIMITED,DR BALUKU B. JOSEPH,KASUBI,,LUBAGA,KAMPALA,,,,
MEDIUS MEDICAL CENTRE,KAYABULLA BENON,DR WADEMBERE IBRAHIM JANGU,KAKIRI MASULITA ROAD,,KAKIRI,WAKISO,,,,
MEDIX CLINIC,NAKAYENGA MASTURA,DR KISWEZI KAZIGO AHMED,"78, KAMPALA RD",,CENTRAL,KAMPALA,,,,
MEDLIFE CONSULTATION CLINIC,NABBOSA DOREEN,DR LUKODA NOAH,MULAGO,,KAWEMPE,KAMPALA,,,,
MEDNET CLINIC,NAKUYA HARRIET,DR NAKUYA HARRIET,NSANGI,,NSANGI,WAKISO,,,,
MEDRENE'S HEALTH CARE CLINIC,MANDE IRENE AMOOTI,DR NDAULA ALLAN PATRICK,KASUBI,KASUBI,RUBAGA,KAMPALA,,,,
MEDRITE HEALTH CLINIC,MUTUNZI HERMAN JOSEPH,DR MUKOCHI MICHELLE,,,,,NSAMBYA,MAKINDYE,KYADONDO,KAMPALA
MEDSTAR HEALTH CARE CENTRE LIMITED,HAJJAT NANSAMBA JARIA,DR NYOMBI JAFHAR,"GGABA RD, BUNGA T.C",,MAKINDYE,KAMPALA,,,,
MEDTRUST CLINIC,KABUYE RICHARD & APOLLO AHIMBISIBWE,DR AHIMBISIBWE APOLLO,,,,,KYEYAGALIRE-ZANA,MAKINDYE,,WAKISO
MEDWATCH HEALTH CARE CENTRE,BALIKUDDEMBE ROBERT,DR BALIKUDDEMBE ROBERT,PLOT 245,BWEYOGERERE,KIRA TOWN COUNCIL,WAKISO,,,,
MEEG MEDICAL CENTRE,MUKOSHI ERICK,ONYANGO JAGIRE,NDEEBA,"SUUNA ROAD,KABOWA",LUBAGA,KAMPALA,,,,
MEETING POINT KAMPALA-CLINIC,MEETING POINT KAMPALA,DR LUKANGA DICKSON,"MULAGO II,GAYAZA RD",NALWEWUBA ZONE,KAWEMPE,KAMPALA,,,,
MEGWA NURSING CARE,ODONGO PATRICK,DR ODONGO PATRICK,,,,,KYALIWAJJALA,KIIRA,,WAKISO
MEHTA HOSPITAL SCOUL,SUGAR CORPORATION OF UGANDA LTD,DR MISHRA SATCHIDANANDA,CUSTOMS ROAD,OBORE A,MALABA TOWN COUNCIL,TORORO,,,,
MEMORIAL CLINIC,RITA OYIRWOTH OJWANG,DR OKELLO OMARA RICHARD,"125,BUKASA RD",NAMUWONGO,MAKINDYE,KAMPALA,,,,
MEMORIAL CLINIC & MEDICAL DIAGNOSTIC,OMALE WILLIAM,DR OMALE WILLIAM,IMAT MARIA ROAD,MUNICIPALITY,CENTRAL,LIRA,,,,
MEMORY CLINIC,MUHWEZI MOSES,DR MUHWEZI MOSES,,,,,LUGAZI,LUGAZI,BUIKWE,BUIKWE
MENGO CLINIC,NAMUTEBI SARAH,DR NAMAALA HANIFAH,"2, OLWOL RD",,MUNICIPALITY,LIRA,,,,
MENGO DOCTOR'S CLINIC,HAJAT KABANDA HIMSA,DR NAAMALA HANIFAH SENGENDO,WEATHERHEAD PARK LANE,ANYAFIO,ARUA MUNICIPALITY,ARUA,,,,
MENGO HOSPITAL,MENGO HOSPITAL TRUSTEES,DR MUTUMBA ROSE,KAFEERO ZONE,MULAGO,KAWEMPE,KAMPALA,,,,
MEO CLINIC,EMYEDU-OJASI,DR BATEGANYA MUSOGA GEORGE,,,,,NDEJJE,SSABAGABO,,WAKISO
MERCIES MEDICAL CENTRE,OKURUT TOM,DR ANGIRO JOHN KARENTJAS,"KISENYI 11,MBIRO ZONE",,CENTRAL,KAMPALA,,,,
MERCY CLASSIC CLINIC,KAYAGA FARIDA,MULINDWA PATRICK,ALBERT COOK,NAMIREMBE/BAKULI,RUBAGA,KAMPALA,,,,
MERCY CLINIC,KIGOZI SARAH SSEMPEBWA,DR KYAKULAGA MOSES,,,,,MUHORO,MUHORO,BUYAKA,KIBAALE
MERCY CLINIC,WATSEMWA JENNIPHER,DR LUYOMBO KOSAYI,MAYUGE TOWN COUNCIL,,IKULWE BUGINGO,MAYUGE,,,,
MERCY FAMILY MEDICAL CENTRE,KIZZA JOSEPH M.,DR KYENGERA KISITU DAN,MASANAFU,LUBAGA,KAMPALA,KAMPALA,,,,
MERCY HEALTH CENTRE,ISIKO KAWANGUZI PAUL,DR ISIKO KAWANGUZI PAUL,NATEETE,,RUBAGA,KAMPALA,,,,
MERCY MEDICAL CENTRE,AYEBARE JOHN LEONARD,DR AYEBARE JOHN LEONARD,KIRA,,KYADONDO EAST,WAKISO,,,,
MERCY MEDICAL CENTRE,BYARUHANGA HARGREAVES,DR. BYARUHANGA HARGREAVES,,,,,KIBANGA PORT II,KISOGA,,MUKONO
MERCY MEDICAL CENTRE,NANTUME AGNES,DR BYOGERO OLIVIA,"7,9,11 NKONO",,IGANGA,IGANGA,,,,
MERIT CHILDREN'S MEDICAL CENTRE,BAGUMA JOSEPH,DR KYOHAIRWE SUSAN MUSIIME,BOMBO RD,,KAWEMPE,KAMPALA,,,,
META CLINIC,MS. KULABA SARAH,DR BUA JOHN,KATIKARA TRADING CENTRE,,KASIITA,KIBAALE,,,,
META CLINIC,OCHAN BANDA JILDO,DR OCHAN BANDA JILDO,BUGERERE RD,NTAWO,,MUKONO,,,,
METRO CLINIC,DRADIKA CHRISTOPHER,DR ALEX ADAKU,"224,WANDEGEYA",,CENTRAL,KAMPALA,,,,
METRO HEALTH MEDICAL CENTRE,MUYINDA ZERIDAH,DR MUYINDA ZERIDAH,LUKULI,,LUKULI,KAMPALA,,,,
METROMED MEDICAL CENTRE,RAPHAEL OWOR,PROF OWOR RAPHAEL,,,,,MITYANA,MITYANA T/C,,MITYANA
MGOBA MEDICAL CENTRE (MMC),YEFTA MARTIN M.,DR YEFTA MARTIN M.,"21-23, DUKA RD",BAZAR,OLI,ARUA,,,,
MICHEAL DULU DAGULA AND FAMILY CLINIC,ALUMA LWANGA GEORGE,DR ALIMA LWANGA GEORGE,BUTABIKA ROAD,MUTUNGO,NAKAWA,KAMPALA,,,,
MICHEAL'S CLINIC,BANANGAKI JOSEPHINE,DR KIYUBA MARY,"1, PORTAL AVENUE,KAMPALA",,CENTRAL,KAMPALA,,,,
MICMAS MEDICAL CENTRE,OKELLO MICHEAL,DR SEBABI ONEN FRANCIS,,,,,"KILINYABIGO,WABIYINJA",SABAGABO-MUTUNDWE,MAKINDYE,WAKISO
MID CITY EYE CARE,TINDYEBWA LUDOVICA K,DR TINDYEBWA LUDOVICA K,"4, MOYO",,MOYO TOWN COUNCIL,MOYO,,,,
MID KIREKA CLINIC,SSEMPIJJA LEONARD,DR KASIBANTE GODFREY,,,,,BWEYOGERE,KIRA,KYADONDO,WAKISO
MIDAS TOUCH MEDICAL SERVICES,MIDAS TOUCH INVESTIMENTS,DR MWINGANIZA DAVID,OMIYA ANYIMA,,KITGUM,KITGUM,,,,
MIDAS TOUCH MEDICAL SERVICES-KUMI,MIDAS TOUCH INVESTIMENTS LINITED,DR LUTALO KRISS,"3,JINJA ROAD",,CENTRAL,KAMPALA,,,,
MIDDLE EAST MEDICAL AND DIAGNOSTIC CENTRE,MIDDLE EAST MEDICAL & DIAGNOSTIC CENTRE,DR MUGERWA JUDE ARNOLD,,,,,KIREKA TRADING CENTRE,KIRA,KYADONDO,WAKISO
MIDEMA HEALTH CENTRE,MUGYENYI PETER,DR MUGYENYI PETER,,,,,KIRONGO WARD D,TOWN COUNCIL,MWENGE SOUTH,KYENJOJO
MIDLAND CONSULTATION CLINIC,MPALAMPA BATANDA B. MARGARET,DR MPALAMPA BATANDA B MARGARET,"11, SOROTI RD",BAZAAR,,KUMI,,,,
MIDTOWN DENTAL,ATUHAIRE MUHANGI ROGERS,DR LEONARD DDUNGU,"69/71, SPRING RD",BUGOLOBI,NAKAWA,KAMPALA,,,,
MIFUMI HEALTH CENTER III,MIFUMI PROJECT LIMITED,DR OKOTH NDIRA ANTHONY,"KIBULI,MOSQUE ZONE",,MAKINDYE,KAMPALA,,,,
MIGERA HEALTH CLINIC,WABWIRE BENJAMIN ONGWENO,DR WABWIRE BENJAMIN ONGWENO,"55, MARTIN RD",OLD KAMPALA,CENTRAL,KAMPALA,,,,
MIGISHA CLINIC & LAB. SERVICES,MUGISHA JOSEPH OKELLO,DR MUGISHA J OKELLO,"57, KIRA ROAD",,CENTRAL,KAMPALA,,,,
MIGO HEALTH CLINIC,RWABONGO/KINIMI GLADYS,DR BUKULU WILLIAM JOSEPH,,,,,MIFUMI VILLAGE,KIREWA,WEST BUDAMA,TORORO
MIKAYA DAY CARE CLINIC,SABIITI FANUEL ABWOOLI,DR SABIITI FANUEL ABWOOLI,,,,,MIGERA,MIGERA,,NAKASONGOLA
MIKI MEDICAL CARE,MUGANZA JULIUS,DR EBONY QUINTO,MBIRIZI,,LWENGO,LWENGO,,,,
MIKISA MEDICAL CENTRE,BISASE HAROLD,DR BISASE HAROLD K K,,,,,WAMPEWO,NANGABO,,WAKISO
MILCAH MEDICAL CENTRE,ATUHAIRE MELLON,DR AYEBAZIBWE BOSCO,MASINDI ROAD,,KIRYANDONGO TOWN COUNCIL,KIRYANDONGO,,,,
MILDMAY PEADIATRIC CARE CENTRE,RUTH SIMS-MILDMAY,DR NABUKENYA JENNIFER MARYANNE,,MAKERERE WEST,KAWEMPE,KAMPALA,,,,
MILDMAY-UGANDA,MILDMAY INTERNATIONAL,BARBARA NAMATA M MUKASA,,,,,KANYANYA ZONE,,MAKIDYE,KAMPALA
MILLENIUM MEDICAL SERVICES,ZAAKE DAN,DR KIYIMBA ACHILLEO,KYEIBUZA T/C,,KIKATSI,KIRUHURA,,,,
MILLY CLINIC,NAKAYIMA MILLY,DR NAMBASSI NKALUBO,,,,,"LWEZA, ENTEBBE ROAD",,,WAKISO
MILNE MEDICAL CENTRE-KIGOBE III,AFRICAN EVANGELISTIC ENTERPRISE(AEE),DR NGECPE AGNES,,,,,LWEZA,SABAGABO,BUSIRO,WAKISO
MIMACH CLINIC,NALUBOWA MARIA,DR BALIKUDDEMBE MICHEAL,BUSEGA,,LUBAGA,KAMPALA,,,,
MINAKULU MATERNITY AND DISPENSARY HEALTH CENTRE,UCMB,DHO,,,,,KITEMA,NSANGI,NSANGI,WAKISO
MINOKI HEALTH CARE CLINIC,NAKABIRI PATRICIA,DR NAMONO BEATRICE,LUGALA,,LUBAGA,KAMPALA,,,,
MIRACLE HOME CARE CLINIC,SSENTONGO RICHARD,DR KADAAGA HENRY FRANCIS,KATABI,,KATABI,WAKISO,,,,
MIRACLE MEDICAL CENTER,GWAMBUGATAIRE PETER,DR WALUSIMBI SIMON,,,,,ACENO,MINAKULU,OYAM SOUTH,OYAM
MIRACLE MEDICAL CLINIC,ALUKUDO ANNET MIRACLE,DR NSHIMIYIMANA ANDREW,,,,,"MBUYA II, ZONE IV",,NAKAWA,KAMPALA
MIREMBE CARE CLINIC,SEMAKULA BILLY,DR SEMUGENYI AUGUSTINE,BUSEGA KIBUMBIRO,,RUBAGA,KAMPALA,,,,
MIREMBE CLINIC,ADOKE YEKA,DR ADOKE YEKA,BIRA KIREKA,,BUSIRO,WAKISO,,,,
MIREMBE CLINIC,KALEMA HERBERT,DR KALEMA HERBERT,,,,,KIIRA,BWEYOGERERE,,WAKISO
MIREMBE CLINIC,KYAKULAGA KAYEMBA MOSES,DR KYAKULAGA KAYEMBA MOSES,BWAISE,,KAWEMPE,KAMPALA,,,,
MIREMBE CLINIC,MIREMBE JANE,DR NDEEZI GRACE,KANYANYA,,KAWEMPE,KAMPALA,,,,
MIREMBE CLINIC,NAIGA FARIDAH,DR KASOZI CHARLES,,,,,"MUTUKULA ROAD,KYOTERA",KYOTERA,KYOTERA,RAKAI
MIREMBE CLINIC,NALUBEGA CHRISTINE,DR KYAKULAGA KAYEMBA MOSES,KIPAMBA ZONE,,MAKINDYE,KAMPALA,,,,
MIREMBE CLINIC,OBUKU KIBIRIGI TEOPISTA,DR OBUKU EKWARO ANTHONY,,,,,LUSHOZI,KYANKWANZI,KYANKWANZI,KIBOGA
MIREMBE CLINIC & MATERNITY UNIT,BYANAGWA DINAH,DR ABAHO SHELLINA RWABYOMA,,,,,BULAGA-BULOBA,WAKISO,,WAKISO
MIREMBE CLINIC WOBULENZI,MUBEEZI OSAKI ANDY DAVID,DR MUBEEZI OSAKI ANDY DAVID,KITINTALE,,NAKAWA,KAMPALA,,,,
"MIREMBE CLINIC, KAWEMPE",BYANAGWA DINAH,DR KAKANDE BARBARA,,,,,BAGEZZA TRADING CENTRE,BAGEZZA,,MUBENDE
MIREMBE DAY CARE CLINIC,MBIRINGI FARIDHA,DR FESTO KIYAGA,,,,,NABUKALU ZONE,NABUKALU,KAWEMPE,KAMPALA
MIREMBE DAY CARE CLINIC,NAMUSOSA ASHA,DR MUDANGA MUKONE GEORGE WILSON,BUKULUSA RD,,,LUWERO,,,,
MIREMBE GENERAL CLINIC,NAKABAALE BETTY,DR KIYIMBA FRED,KATO FALAO ZONE,,KAWEMPE,KAMPALA,,,,
MIREMBE HEALTH AND HOME CARE,MIREMBE COMMUNITY CENTRE,DR LUWEMBA MATHIAS,NDEEBA,,RUBAGA,KAMPALA,,,,
MIREMBE HEALTH CENTRE,NAZZIWA CHRISTINE,DR MUJABI J.F.B.,"KIBUYE,NEAR HOLLYWOOD HALL",,MAKINDYE,KAMPALA,,,,
MIREMBE HEALTH CENTRE,SDA,DR MANUEL ISAGANI L.,KATANABIRWA,,KYANKWANZI,KYANKWANZI,,,,
MIREMBE HEALTH CENTRE III,SDA,DHO,,,,,BUNAMWANYA ZANA,SABAGABO,,WAKISO
MIREMBE HEALTH UNIT,SSENDIKADIWA CHARLES,DR SSENDIKADIWA CHARLES,,,,,GAYAZA,NANGABO,KYADONDO,WAKISO
MIREMBE MARIA KISOGA HEALTH CENTRE II,UCMB,DHO,,,,,BULAMU,NANGABO,KYADONDO,WAKISO
MIREMBE MEDICAL CARE,ALEX AYENA & OKULLO IMMACULATE,DR MUGABI MATHIAS NYANZI,,,,,GAYAZA,NANGABO,KYADONDO,WAKISO
MIREMBE MEDICAL CARE,KAUNYA MATHEW,DR OJOK WILLIAM,"MASAKA RD, NDEEBA",,RUBAGA,KAMPALA,,,,
MIREMBE MEDICAL CARE,MIREMBE SARAH,DR LWANGA HERBERT,,,,,KISOGA,MUKONO SOUTH,NTENJERU,MUKONO
