"country","major_cost_category","program_area","year","expenditures","cost_category"
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2012,77286,Consultants (External)
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2012,52258,Transport & Travel
Uganda,Strategic Information,Voluntary Medical Male Circumcision,2012,223832,Other General & Administrative
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2012,128243,Personnel
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2012,8807,Consultants (External)
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2012,33938,Transport & Travel
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2012,18897,Construction & renovation
Uganda,Health Systems Strengthening,Voluntary Medical Male Circumcision,2012,131261,Other General & Administrative
Uganda,Investment,HIV Testing and Counseling,2012,750645,Training (in-service)
Uganda,Investment,HIV Testing and Counseling,2012,1342,Construction & renovation
Uganda,Investment,HIV Testing and Counseling,2012,2428,Vehicles
Uganda,Investment,HIV Testing and Counseling,2012,22585,Equipment and furniture
Uganda,Investment,HIV Testing and Counseling,2012,13036,Other investment expenditures
Uganda,Recurrent,HIV Testing and Counseling,2012,3908111,Personnel
Uganda,Recurrent,HIV Testing and Counseling,2012,1400,Antiretroviral drugs (ARVs)
Uganda,Recurrent,HIV Testing and Counseling,2012,140811,Non-ARV drugs and reagents
Uganda,Recurrent,HIV Testing and Counseling,2012,869835,HIV Test Kits
Uganda,Recurrent,HIV Testing and Counseling,2012,19864,Condoms
Uganda,Recurrent,HIV Testing and Counseling,2012,581294,Other supplies
Uganda,Recurrent,HIV Testing and Counseling,2012,0,Food Supplements
Uganda,Recurrent,HIV Testing and Counseling,2012,129456,Building rental and Utilities
Uganda,Recurrent,HIV Testing and Counseling,2012,732565,Travel / Transport
Uganda,Recurrent,HIV Testing and Counseling,2012,648440,Other site recurrent expenditures
Uganda,Program Management,HIV Testing and Counseling,2012,837400,Personnel
Uganda,Program Management,HIV Testing and Counseling,2012,28577,Consultants (External)
Uganda,Program Management,HIV Testing and Counseling,2012,123265,Transport & Travel
Uganda,Program Management,HIV Testing and Counseling,2012,546892,Other General & Administrative
Uganda,Strategic Information,HIV Testing and Counseling,2012,189906,Personnel
Uganda,Strategic Information,HIV Testing and Counseling,2012,18862,Consultants (External)
Uganda,Strategic Information,HIV Testing and Counseling,2012,59571,Transport & Travel
Uganda,Strategic Information,HIV Testing and Counseling,2012,170294,Other General & Administrative
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2012,215754,Personnel
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2012,6522,Consultants (External)
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2012,70598,Transport & Travel
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2012,61477,Construction & renovation
Uganda,Health Systems Strengthening,HIV Testing and Counseling,2012,141368,Other General & Administrative
Uganda,Investment,Post-exposure Prophylaxis,2012,5494,Training (in-service)
Uganda,Investment,Post-exposure Prophylaxis,2012,0,Construction & renovation
Uganda,Investment,Post-exposure Prophylaxis,2012,0,Vehicles
Uganda,Investment,Post-exposure Prophylaxis,2012,0,Equipment and furniture
Uganda,Investment,Post-exposure Prophylaxis,2012,0,Other investment expenditures
Uganda,Recurrent,Post-exposure Prophylaxis,2012,30924,Personnel
Uganda,Recurrent,Post-exposure Prophylaxis,2012,53801,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Post-exposure Prophylaxis,2012,7671,Non-ARV drugs and reagents
Uganda,Recurrent,Post-exposure Prophylaxis,2012,9630,HIV Test Kits
Uganda,Recurrent,Post-exposure Prophylaxis,2012,0,Condoms
Uganda,Recurrent,Post-exposure Prophylaxis,2012,8738,Other supplies
Uganda,Recurrent,Post-exposure Prophylaxis,2012,0,Food Supplements
Uganda,Recurrent,Post-exposure Prophylaxis,2012,412,Building rental and Utilities
Uganda,Recurrent,Post-exposure Prophylaxis,2012,15467,Travel / Transport
Uganda,Recurrent,Post-exposure Prophylaxis,2012,1826,Other site recurrent expenditures
Uganda,Program Management,Post-exposure Prophylaxis,2012,68504,Personnel
Uganda,Program Management,Post-exposure Prophylaxis,2012,1558,Consultants (External)
Uganda,Program Management,Post-exposure Prophylaxis,2012,17535,Transport & Travel
Uganda,Program Management,Post-exposure Prophylaxis,2012,32045,Other General & Administrative
Uganda,Strategic Information,Post-exposure Prophylaxis,2012,29986,Personnel
Uganda,Strategic Information,Post-exposure Prophylaxis,2012,2225,Consultants (External)
Uganda,Strategic Information,Post-exposure Prophylaxis,2012,21592,Transport & Travel
Uganda,Strategic Information,Post-exposure Prophylaxis,2012,27425,Other General & Administrative
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2012,40424,Personnel
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2012,0,Consultants (External)
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2012,18086,Transport & Travel
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2012,2220,Construction & renovation
Uganda,Health Systems Strengthening,Post-exposure Prophylaxis,2012,51496,Other General & Administrative
Uganda,Investment,Blood Safety,2012,28864,Training (in-service)
Uganda,Investment,Blood Safety,2012,0,Construction & renovation
Uganda,Investment,Blood Safety,2012,0,Vehicles
Uganda,Investment,Blood Safety,2012,195180,Equipment and furniture
Uganda,Investment,Blood Safety,2012,0,Other investment expenditures
Uganda,Recurrent,Blood Safety,2012,1315047,Personnel
Uganda,Recurrent,Blood Safety,2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Blood Safety,2012,0,Non-ARV drugs and reagents
Uganda,Recurrent,Blood Safety,2012,270648,HIV Test Kits
Uganda,Recurrent,Blood Safety,2012,0,Condoms
Uganda,Recurrent,Blood Safety,2012,241132,Other supplies
Uganda,Recurrent,Blood Safety,2012,0,Food Supplements
Uganda,Recurrent,Blood Safety,2012,0,Building rental and Utilities
Uganda,Recurrent,Blood Safety,2012,668828,Travel / Transport
Uganda,Recurrent,Blood Safety,2012,257486,Other site recurrent expenditures
Uganda,Program Management,Blood Safety,2012,18605,Personnel
Uganda,Program Management,Blood Safety,2012,1939,Consultants (External)
Uganda,Program Management,Blood Safety,2012,1329,Transport & Travel
Uganda,Program Management,Blood Safety,2012,11913,Other General & Administrative
Uganda,Strategic Information,Blood Safety,2012,14408,Personnel
Uganda,Strategic Information,Blood Safety,2012,0,Consultants (External)
Uganda,Strategic Information,Blood Safety,2012,1029,Transport & Travel
Uganda,Strategic Information,Blood Safety,2012,9930,Other General & Administrative
Uganda,Health Systems Strengthening,Blood Safety,2012,40340,Personnel
Uganda,Health Systems Strengthening,Blood Safety,2012,136,Consultants (External)
Uganda,Health Systems Strengthening,Blood Safety,2012,6757,Transport & Travel
Uganda,Health Systems Strengthening,Blood Safety,2012,22553,Construction & renovation
Uganda,Health Systems Strengthening,Blood Safety,2012,21057,Other General & Administrative
Uganda,Investment,Lab,2012,725090,Training (in-service)
Uganda,Investment,Lab,2012,894610,Construction & renovation
Uganda,Investment,Lab,2012,14570,Vehicles
Uganda,Investment,Lab,2012,2117958,Equipment and furniture
Uganda,Investment,Lab,2012,27576,Other investment expenditures
Uganda,Recurrent,Lab,2012,2596029,Personnel
Uganda,Recurrent,Lab,2012,6106,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Lab,2012,2800644,Non-ARV drugs and reagents
Uganda,Recurrent,Lab,2012,5038663,HIV Test Kits
Uganda,Recurrent,Lab,2012,0,Condoms
Uganda,Recurrent,Lab,2012,4741658,Other supplies
Uganda,Recurrent,Lab,2012,0,Food Supplements
Uganda,Recurrent,Lab,2012,123451,Building rental and Utilities
Uganda,Recurrent,Lab,2012,409396,Travel / Transport
Uganda,Recurrent,Lab,2012,4403075,Other site recurrent expenditures
Uganda,Program Management,Lab,2012,1410265,Personnel
Uganda,Program Management,Lab,2012,24573,Consultants (External)
Uganda,Program Management,Lab,2012,136792,Transport & Travel
Uganda,Program Management,Lab,2012,1322913,Other General & Administrative
Uganda,Strategic Information,Lab,2012,271622,Personnel
Uganda,Strategic Information,Lab,2012,13346,Consultants (External)
Uganda,Strategic Information,Lab,2012,83003,Transport & Travel
Uganda,Strategic Information,Lab,2012,290704,Other General & Administrative
Uganda,Health Systems Strengthening,Lab,2012,398866,Personnel
Uganda,Health Systems Strengthening,Lab,2012,13595,Consultants (External)
Uganda,Health Systems Strengthening,Lab,2012,260908,Transport & Travel
Uganda,Health Systems Strengthening,Lab,2012,308962,Construction & renovation
Uganda,Health Systems Strengthening,Lab,2012,337265,Other General & Administrative
Uganda,Investment,Infection Control,2012,114540,Training (in-service)
Uganda,Investment,Infection Control,2012,0,Construction & renovation
Uganda,Investment,Infection Control,2012,2428,Vehicles
Uganda,Investment,Infection Control,2012,22538,Equipment and furniture
Uganda,Investment,Infection Control,2012,0,Other investment expenditures
Uganda,Recurrent,Infection Control,2012,615578,Personnel
Uganda,Recurrent,Infection Control,2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Infection Control,2012,13855,Non-ARV drugs and reagents
Uganda,Recurrent,Infection Control,2012,5547,HIV Test Kits
Uganda,Recurrent,Infection Control,2012,0,Condoms
Uganda,Recurrent,Infection Control,2012,217092,Other supplies
Uganda,Recurrent,Infection Control,2012,0,Food Supplements
Uganda,Recurrent,Infection Control,2012,28670,Building rental and Utilities
Uganda,Recurrent,Infection Control,2012,29888,Travel / Transport
Uganda,Recurrent,Infection Control,2012,15857,Other site recurrent expenditures
Uganda,Program Management,Infection Control,2012,116640,Personnel
Uganda,Program Management,Infection Control,2012,3889,Consultants (External)
Uganda,Program Management,Infection Control,2012,23492,Transport & Travel
Uganda,Program Management,Infection Control,2012,91414,Other General & Administrative
Uganda,Strategic Information,Infection Control,2012,36067,Personnel
Uganda,Strategic Information,Infection Control,2012,997,Consultants (External)
Uganda,Strategic Information,Infection Control,2012,21118,Transport & Travel
Uganda,Strategic Information,Infection Control,2012,32954,Other General & Administrative
Uganda,Health Systems Strengthening,Infection Control,2012,46462,Personnel
Uganda,Health Systems Strengthening,Infection Control,2012,315,Consultants (External)
Uganda,Health Systems Strengthening,Infection Control,2012,19257,Transport & Travel
Uganda,Health Systems Strengthening,Infection Control,2012,3214,Construction & renovation
Uganda,Health Systems Strengthening,Infection Control,2012,65176,Other General & Administrative
Uganda,Investment,Orphans and Vulnerable Children,2012,1305940,Training (in-service)
Uganda,Investment,Orphans and Vulnerable Children,2012,42,Construction & renovation
Uganda,Investment,Orphans and Vulnerable Children,2012,320286,Vehicles
Uganda,Investment,Orphans and Vulnerable Children,2012,116823,Equipment and furniture
Uganda,Investment,Orphans and Vulnerable Children,2012,108425,Other investment expenditures
Uganda,Recurrent,Orphans and Vulnerable Children,2012,1577662,Personnel
Uganda,Recurrent,Orphans and Vulnerable Children,2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,Orphans and Vulnerable Children,2012,34480,Non-ARV drugs and reagents
Uganda,Recurrent,Orphans and Vulnerable Children,2012,8259,HIV Test Kits
Uganda,Recurrent,Orphans and Vulnerable Children,2012,0,Condoms
Uganda,Recurrent,Orphans and Vulnerable Children,2012,589608,Other supplies
Uganda,Recurrent,Orphans and Vulnerable Children,2012,110374,Food Supplements
Uganda,Recurrent,Orphans and Vulnerable Children,2012,58669,Building rental and Utilities
Uganda,Recurrent,Orphans and Vulnerable Children,2012,815434,Travel / Transport
Uganda,Recurrent,Orphans and Vulnerable Children,2012,165053,Other site recurrent expenditures
Uganda,Program Management,Orphans and Vulnerable Children,2012,2795264,Personnel
Uganda,Program Management,Orphans and Vulnerable Children,2012,12434,Consultants (External)
Uganda,Program Management,Orphans and Vulnerable Children,2012,62908,Transport & Travel
Uganda,Program Management,Orphans and Vulnerable Children,2012,1859040,Other General & Administrative
Uganda,Strategic Information,Orphans and Vulnerable Children,2012,15835,Personnel
Uganda,Strategic Information,Orphans and Vulnerable Children,2012,38000,Consultants (External)
Uganda,Strategic Information,Orphans and Vulnerable Children,2012,3298,Transport & Travel
Uganda,Strategic Information,Orphans and Vulnerable Children,2012,79170,Other General & Administrative
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2012,30662,Personnel
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2012,319633,Consultants (External)
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2012,231885,Transport & Travel
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2012,23806,Construction & renovation
Uganda,Health Systems Strengthening,Orphans and Vulnerable Children,2012,1229487,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2012,141159,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2012,2134,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2012,25009,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2012,31745,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, General Population",2012,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,1456827,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,42932,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,51695,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,105032,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,434756,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,63738,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,104921,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, General Population",2012,151357,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2012,509414,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2012,22906,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2012,128870,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, General Population",2012,301818,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2012,119258,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2012,11495,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2012,65336,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, General Population",2012,80328,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2012,96054,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2012,1604,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2012,28136,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2012,29103,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, General Population",2012,80821,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2012,181221,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2012,711,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2012,15621,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2012,72655,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations",2012,0,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,460286,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,0,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,20293,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,52127,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,39885,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,269576,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,0,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,27784,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,305206,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations",2012,131848,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2012,639068,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2012,32338,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2012,125722,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations",2012,424485,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2012,334001,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2012,27852,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2012,145145,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Key Populations",2012,355730,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2012,56661,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2012,1049,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2012,20053,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2012,4592,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Key Populations",2012,84329,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2012,0,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2012,0,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Injection Drug User",2012,null,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Commercial Sex Worker",2012,null,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Consultants (External)
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Transport & Travel
Uganda,Program Management,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other General & Administrative
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Personnel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Consultants (External)
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Transport & Travel
Uganda,Strategic Information,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other General & Administrative
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Personnel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Consultants (External)
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Transport & Travel
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Construction & renovation
Uganda,Health Systems Strengthening,"Sexual and Other Risk Prevention, Men who have Sex with Men",2012,null,Other General & Administrative
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Training (in-service)
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Construction & renovation
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Vehicles
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Equipment and furniture
Uganda,Investment,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other investment expenditures
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Personnel
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Antiretroviral drugs (ARVs)
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Non-ARV drugs and reagents
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,HIV Test Kits
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Condoms
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other supplies
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Food Supplements
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Building rental and Utilities
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Travel / Transport
Uganda,Recurrent,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Other site recurrent expenditures
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Personnel
Uganda,Program Management,"Sexual and Other Risk Prevention, Key Populations Other",2012,null,Consultants (External)
